,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,BLOCK,LOT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALEDATE
318,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4788.0,72.0,2946 TIEMANN AVENUE,,10469.0,2.0,0.0,2.0,"2,874","2,585",1960.0,1.0,B1,0,2020-02-24
325,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4795.0,49.0,2840 BRUNER AVENUE,,10469.0,2.0,0.0,2.0,"2,379","1,872",2002.0,1.0,B1,"631,315",2020-03-05
332,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4796.0,132.0,2905 GRACE AVENUE,,10469.0,2.0,0.0,2.0,"2,375","2,040",2004.0,1.0,B2,"749,000",2020-06-09
338,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4883.0,130.0,3405 BRUNER AVENUE,,10469.0,2.0,0.0,2.0,"4,350","2,400",2004.0,1.0,B1,0,2020-02-11
340,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4884.0,79.0,3442 BRUNER AVENUE,,10469.0,2.0,0.0,2.0,"2,375","3,330",2000.0,1.0,B1,10,2020-06-10
341,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4888.0,124.0,1320 EAST 223RD STREET,,10466.0,2.0,0.0,2.0,"1,600",960,1950.0,1.0,B3,"405,000",2020-01-17
346,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4897.0,27.0,1231 EAST 222 STREET,,10469.0,2.0,0.0,2.0,"2,500","2,499",2018.0,1.0,B1,"916,425",2020-02-27
352,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4916.0,32.0,3617 DE REIMER AVENUE,,10466.0,2.0,0.0,2.0,"2,842","1,840",1964.0,1.0,B1,"560,038",2020-04-17
356,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4921.0,180.0,3684 PALMER AVE.,,10466.0,2.0,0.0,2.0,"3,495","2,200",1997.0,1.0,B2,"779,000",2020-01-23
360,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4934.0,6.0,3931 GRACE AVENUE,,10466.0,2.0,0.0,2.0,"3,440","2,620",1965.0,1.0,B1,"764,000",2020-06-23
361,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4934.0,64.0,1167 GRENADA PLACE,,10466.0,2.0,0.0,2.0,"2,080","1,296",1941.0,1.0,B1,"540,000",2020-01-03
362,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4941.0,6.0,11 HARPER COURT,,10466.0,2.0,0.0,2.0,"1,756","2,166",1996.0,1.0,B2,0,2020-01-28
363,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4941.0,83.0,41 HARPER COURT,,10466.0,2.0,0.0,2.0,"1,975","2,166",1996.0,1.0,B2,"595,000",2020-01-29
366,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4945.0,83.0,1470 EAST 233 STREET,,10466.0,2.0,0.0,2.0,"1,221","1,683",1965.0,1.0,B1,"244,000",2020-03-13
367,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4955.0,37.0,3955 DEREIMER AVENUE,,10466.0,2.0,0.0,2.0,"1,790","1,624",1973.0,1.0,B9,"499,000",2020-01-21
369,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4958.0,5.0,3908 MURDOCK AVENUE,,10466.0,2.0,0.0,2.0,"2,132","1,728",1961.0,1.0,B3,"575,000",2020-05-05
371,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4959.0,5.0,3918 HILL AVENUE,,10466.0,2.0,0.0,2.0,"2,770","2,950",1973.0,1.0,B1,0,2020-04-09
373,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4960.0,31.0,3960 MONTICELLO AVENUE,,10466.0,2.0,0.0,2.0,"7,125","2,250",1932.0,1.0,B1,0,2020-03-20
374,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4960.0,42.0,2132 STRANG AVENUE,,10466.0,2.0,0.0,2.0,"5,000","2,764",1961.0,1.0,B1,"400,000",2020-03-20
375,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4961.0,30.0,3964 SETON AVENUE,,10466.0,2.0,0.0,2.0,"5,000","1,600",1920.0,1.0,B3,"580,000",2020-02-13
380,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4966.0,12.0,4006 PRATT AVENUE,,10466.0,2.0,0.0,2.0,"2,500","2,512",1910.0,1.0,B2,"442,500",2020-02-25
381,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4967.0,2.0,4049 SECOR AVENUE,,10466.0,2.0,0.0,2.0,"3,587","2,002",1956.0,1.0,B3,"636,000",2020-05-28
382,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4967.0,137.0,3941 SECOR AVENUE,,10466.0,2.0,0.0,2.0,"2,846","1,870",2003.0,1.0,B1,0,2020-06-20
383,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4969.0,31.0,4024 SECOR AVENUE,,10466.0,2.0,0.0,2.0,"4,500","2,090",1938.0,1.0,B3,"425,000",2020-04-24
384,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4980.0,149.0,4087 EDSON AVENUE,,10466.0,2.0,0.0,2.0,"2,500","2,240",2007.0,1.0,B1,"705,000",2020-02-28
386,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,4982.0,23.0,4054 BAYCHESTER AVENUE,,10466.0,2.0,0.0,2.0,"1,994","3,213",1965.0,1.0,B1,0,2020-03-02
398,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,5233.0,48.0,2105 NEW ENGLAND THRUWAY,,10475.0,2.0,0.0,2.0,"3,333","2,400",2000.0,1.0,B1,"890,000",2020-03-09
399,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,5233.0,49.0,2107 NEW ENGLAND THRUWAY,,10475.0,2.0,0.0,2.0,"2,756","2,400",2000.0,1.0,B1,"750,000",2020-03-16
403,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,5655.0,1.0,2541 HOLLERS AVENUE,,10475.0,2.0,0.0,2.0,"1,565","2,160",1965.0,1.0,B9,"735,000",2020-05-19
405,2.0,BAYCHESTER,02 TWO FAMILY DWELLINGS,5655.0,154.0,2525 HOLLERS AVE,,10475.0,2.0,0.0,2.0,"1,530","1,836",1965.0,1.0,B1,"483,000",2020-05-18
407,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4716.0,106.0,1110 EAST 222 STREET,,10469.0,3.0,0.0,3.0,"4,261","4,140",2003.0,1.0,C0,0,2020-01-29
408,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4718.0,58.0,1419 NEEDHAM AVENUE,,10469.0,3.0,0.0,3.0,"2,375","2,628",1899.0,1.0,C0,"530,000",2020-03-06
409,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4722.0,66.0,1484 HICKS STREET,,10469.0,3.0,0.0,3.0,"2,485","2,288",1985.0,1.0,C0,0,2020-04-17
414,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4736.0,47.0,3320A FISH AVENUE,,10469.0,3.0,0.0,3.0,"2,850","2,398",1945.0,1.0,C0,10,2020-03-10
415,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4736.0,56.0,3336 FISH AVENUE,,10469.0,3.0,0.0,3.0,"2,500","2,240",1920.0,1.0,C0,"590,000",2020-01-08
417,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4737.0,17.0,3349 FENTON AVENUE,,10469.0,3.0,0.0,3.0,"2,500","3,757",1935.0,1.0,C0,0,2020-03-27
420,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4752.0,118.0,3207 GUNTHER AVENUE,,10469.0,3.0,0.0,3.0,"1,900","2,620",1970.0,1.0,C0,"701,000",2020-01-17
424,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4765.0,19.0,3135 TIEMANN AVENUE,,10469.0,3.0,0.0,3.0,"2,850","3,441",1930.0,1.0,C0,0,2020-01-16
425,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4776.0,30.0,3005 ELY AVENUE,,10469.0,3.0,0.0,3.0,"4,428","3,654",1989.0,1.0,C0,0,2020-05-11
432,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4903.0,58.0,1118 EAST 225TH STREET,,10466.0,3.0,0.0,3.0,"2,300","3,400",1988.0,1.0,C0,0,2020-04-30
433,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4917.0,35.0,3601 PALMER AVENUE,,10466.0,3.0,0.0,3.0,"4,214","2,548",1960.0,1.0,C0,"649,000",2020-01-30
437,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4929.0,10.0,1110 EAST 233 STREET,,10466.0,3.0,0.0,3.0,"2,351","3,296",1966.0,1.0,C0,"775,000",2020-01-24
439,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4939.0,42.0,3721 PRATT AVENUE,,10466.0,3.0,0.0,3.0,"5,793","2,100",1931.0,1.0,C0,"580,000",2020-01-24
444,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4959.0,1.0,3910 HILL AVENUE,,10466.0,3.0,0.0,3.0,"2,771","2,950",1973.0,1.0,C0,0,2020-03-03
447,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4982.0,43.0,2004 EDENWALD AVENUE,,10466.0,3.0,0.0,3.0,"2,900","3,076",1970.0,1.0,C0,0,2020-02-26
448,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4982.0,84.0,4019 DE REIMER AVENUE,,10466.0,3.0,0.0,3.0,"1,700","1,840",1960.0,1.0,C0,0,2020-01-13
449,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4983.0,73.0,4045 WILDER AVENUE,,10466.0,3.0,0.0,3.0,"4,750","3,696",1930.0,1.0,C0,"770,000",2020-02-14
450,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4983.0,89.0,4025 WILDER AVENUE,,10466.0,3.0,0.0,3.0,"2,945","3,016",1970.0,1.0,C0,0,2020-02-18
451,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4984.0,15.0,4038 WILDER AVENUE,,10466.0,3.0,0.0,3.0,"4,750","2,456",1901.0,1.0,C0,"661,000",2020-04-09
453,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4988.0,137.0,2154 EDENWALD AVENUE,,10466.0,3.0,0.0,3.0,"2,225","3,364",1975.0,1.0,C0,0,2020-03-18
454,2.0,BAYCHESTER,03 THREE FAMILY DWELLINGS,4989.0,19.0,4046 AMUNDSON AVENUE,,10466.0,3.0,0.0,3.0,"3,117","3,528",1930.0,1.0,C0,"666,750",2020-06-12
458,2.0,BAYCHESTER,05 TAX CLASS 1 VACANT LAND,4707.0,19.0,N/A EAST 212 STREET,,10469.0,0.0,0.0,0.0,"2,199",0,,1.0,V0,0,2020-01-01
459,2.0,BAYCHESTER,05 TAX CLASS 1 VACANT LAND,4709.0,54.0,N/A EAST 215 STREET,,10469.0,0.0,0.0,0.0,"1,320",0,,1.0,V0,"595,000",2020-02-19
461,2.0,BAYCHESTER,05 TAX CLASS 1 VACANT LAND,4752.0,130.0,N/A TIEMANN AVENUE,,10469.0,0.0,0.0,0.0,"7,973",0,,1.0,V0,0,2020-02-28
462,2.0,BAYCHESTER,05 TAX CLASS 1 VACANT LAND,4752.0,131.0,3220 TIEMANN AVENUE,,10469.0,0.0,0.0,0.0,"13,675",0,,1.0,V0,0,2020-02-28
463,2.0,BAYCHESTER,05 TAX CLASS 1 VACANT LAND,4768.0,49.0,N/A KINGSLAND AVENUE,,10469.0,0.0,0.0,0.0,"3,555",0,,1.0,V0,"250,000",2020-04-30
476,2.0,BAYCHESTER,07 RENTALS - WALKUP APARTMENTS,4707.0,16.0,1147 EAST 212TH STREET,,10469.0,5.0,0.0,5.0,"2,169","3,800",1930.0,2.0,C2,0,2020-01-01
477,2.0,BAYCHESTER,07 RENTALS - WALKUP APARTMENTS,4715.0,27.0,1168 EAST 221 STREET,,10469.0,4.0,0.0,4.0,"2,850","3,446",1899.0,2.0,C4,0,2020-02-24
479,2.0,BAYCHESTER,07 RENTALS - WALKUP APARTMENTS,4945.0,68.0,3826 PRATT AVENUE,,10466.0,5.0,0.0,5.0,"2,500","4,150",1934.0,2.0,C2,"675,000",2020-01-08
480,2.0,BAYCHESTER,10 COOPS - ELEVATOR APARTMENTS,5259.0,16.0,"3410 DEREIMER AVE, 3A",,10475.0,,,,,,1965.0,2.0,D4,"145,000",2020-06-15
485,2.0,BAYCHESTER,10 COOPS - ELEVATOR APARTMENTS,5259.0,16.0,"3410 DEREIMER AVE, 14F",,10475.0,,,,,,1965.0,2.0,D4,"160,000",2020-06-04
488,2.0,BAYCHESTER,22 STORE BUILDINGS,4730.0,2.0,1300 EAST 222 STREET,,10469.0,0.0,2.0,2.0,"3,618","3,370",1930.0,4.0,K1,10,2020-02-25
489,2.0,BAYCHESTER,22 STORE BUILDINGS,4735.0,63.0,3364 WILSON AVENUE,,10469.0,0.0,2.0,2.0,"2,500","5,000",1974.0,4.0,K2,"800,000",2020-05-15
490,2.0,BAYCHESTER,22 STORE BUILDINGS,4762.0,108.0,1425 EAST GUN HILL ROAD,,10469.0,2.0,1.0,3.0,"3,011","4,600",1920.0,4.0,K4,"775,000",2020-02-27
491,2.0,BAYCHESTER,22 STORE BUILDINGS,4923.0,30.0,3855 BOSTON ROAD,,10466.0,0.0,1.0,1.0,"6,351","4,027",1987.0,4.0,K1,0,2020-01-08
493,2.0,BAYCHESTER,27 FACTORIES,4758.0,9.0,1476 EAST 222ND STREET,,10469.0,0.0,1.0,1.0,"15,186","17,195",1920.0,4.0,F2,"3,250,000",2020-05-08
496,2.0,BAYCHESTER,29 COMMERCIAL GARAGES,4973.0,28.0,3957 PROVOST AVENUE,,10466.0,0.0,1.0,1.0,"23,365","3,243",1957.0,4.0,G1,"1,900,000",2020-02-19
497,2.0,BAYCHESTER,29 COMMERCIAL GARAGES,5263.0,10.0,3880 BOSTON ROAD,,10475.0,0.0,4.0,4.0,"8,368","3,250",1964.0,4.0,G2,0,2020-01-08
498,2.0,BAYCHESTER,29 COMMERCIAL GARAGES,5270.0,53.0,3440 STEENWICK AVENUE,,10475.0,0.0,0.0,0.0,"8,941",0,,4.0,G7,0,2020-03-06
501,2.0,BAYCHESTER,31 COMMERCIAL VACANT LAND,4972.0,50.0,N/A MULVEY AVENUE,,10466.0,0.0,0.0,0.0,"4,732",0,,4.0,V1,"300,000",2020-02-19
505,2.0,BAYCHESTER,41 TAX CLASS 4 - OTHER,4762.0,105.0,N/A EAST GUN HILL ROAD,,10469.0,0.0,0.0,0.0,"3,062",0,,4.0,Z2,"800,000",2020-01-24
506,2.0,BAYCHESTER,41 TAX CLASS 4 - OTHER,4762.0,106.0,N/A EAST GUN HILL ROAD,,10469.0,0.0,0.0,0.0,"2,836",0,,4.0,Z2,"800,000",2020-01-24
507,2.0,BEDFORD PARK/NORWOOD,01 ONE FAMILY DWELLINGS,3282.0,58.0,2639 DECATUR AVENUE,,10458.0,1.0,0.0,1.0,"1,629","1,380",1920.0,1.0,A1,"285,000",2020-03-13
508,2.0,BEDFORD PARK/NORWOOD,01 ONE FAMILY DWELLINGS,3283.0,133.0,2774 MARION AVENUE,,10458.0,1.0,0.0,1.0,"1,700","1,291",1930.0,1.0,A1,0,2020-02-10
509,2.0,BEDFORD PARK/NORWOOD,01 ONE FAMILY DWELLINGS,3284.0,14.0,2819 DECATUR AVENUE,,10458.0,1.0,0.0,1.0,"1,869","1,880",1910.0,1.0,A5,"550,000",2020-02-24
513,2.0,BEDFORD PARK/NORWOOD,01 ONE FAMILY DWELLINGS,3294.0,67.0,2667 BAINBRIDGE AVENUE,,10458.0,1.0,0.0,1.0,"1,888","1,776",1915.0,1.0,A1,"658,000",2020-04-28
516,2.0,BEDFORD PARK/NORWOOD,01 ONE FAMILY DWELLINGS,3310.0,75.0,3001 GRAND CONCOURSE,,10468.0,1.0,0.0,1.0,"2,464","2,281",1910.0,1.0,A1,"650,000",2020-04-29
520,2.0,BEDFORD PARK/NORWOOD,01 ONE FAMILY DWELLINGS,3315.0,31.0,2758 CRESTON AVE,,10468.0,1.0,0.0,1.0,"2,375","1,320",1910.0,1.0,A1,0,2020-03-02
522,2.0,BEDFORD PARK/NORWOOD,01 ONE FAMILY DWELLINGS,3318.0,146.0,2749 CRESTON AVENUE,,10468.0,1.0,0.0,1.0,"1,671","1,472",1910.0,1.0,A1,"210,000",2020-01-07
527,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3283.0,139.0,362 E 198TH STREET,,10458.0,2.0,0.0,2.0,"1,500","2,200",1935.0,1.0,B1,"600,000",2020-01-13
531,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3285.0,48.0,2971 DECATUR AVENUE,,10458.0,2.0,0.0,2.0,"4,116","2,528",1901.0,1.0,B3,"635,000",2020-02-03
532,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3287.0,25.0,2652 BAINBRIDGE AVENUE,,10458.0,2.0,0.0,2.0,"2,478","1,958",1910.0,1.0,B3,"425,267",2020-03-09
534,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3292.0,105.0,2977 PERRY AVENUE,,10458.0,2.0,0.0,2.0,"2,550","3,440",1920.0,1.0,B3,"780,000",2020-04-30
535,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3294.0,60.0,2681 BAINBRIDGE AVE,,10458.0,2.0,0.0,2.0,"2,092","2,640",1915.0,1.0,B2,"800,000",2020-06-09
539,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3300.0,65.0,2685 BRIGGS AVENUE,,10458.0,2.0,0.0,2.0,"2,103","3,092",1920.0,1.0,B2,"520,000",2020-03-12
541,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3306.0,25.0,220 E 201ST STREET,,10458.0,2.0,0.0,2.0,"1,422","1,184",1930.0,1.0,B1,"525,000",2020-06-29
542,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3306.0,27.0,224 E 201ST STREET,,10458.0,2.0,0.0,2.0,"2,487","1,728",1915.0,1.0,B3,0,2020-03-04
545,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3309.0,135.0,225 E 203RD,,10458.0,2.0,0.0,2.0,"1,600","1,938",1910.0,1.0,B2,0,2020-03-26
547,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3324.0,103.0,3406 KNOX PLACE,,10467.0,2.0,0.0,2.0,"2,500","4,040",1920.0,1.0,B1,"760,000",2020-01-02
551,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3333.0,46.0,3073 HULL AVENUE,,10467.0,2.0,0.0,2.0,"2,750","2,346",1915.0,1.0,B2,"1,250",2020-03-14
552,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3333.0,46.0,3073 HULL AVENUE,,10467.0,2.0,0.0,2.0,"2,750","2,346",1915.0,1.0,B2,"2,050",2020-06-08
560,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3346.0,41.0,3185 HULL AVENUE,,10467.0,2.0,0.0,2.0,"2,950","3,630",1901.0,1.0,B2,"156,000",2020-01-09
561,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3346.0,41.0,3185 HULL AVENUE,,10467.0,2.0,0.0,2.0,"2,950","3,630",1901.0,1.0,B2,"550,000",2020-02-19
562,2.0,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,3347.0,23.0,3280 PERRY AVENUE,,10467.0,2.0,0.0,2.0,"2,500","3,060",1915.0,1.0,B2,"740,000",2020-06-09
566,2.0,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS,3281.0,11.0,3004 PERRY AVENUE,,10458.0,3.0,0.0,3.0,"2,750","3,375",2006.0,1.0,C0,0,2020-03-18
567,2.0,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS,3283.0,50.0,2707 DECATUR AVENUE,,10458.0,3.0,0.0,3.0,"3,410","3,200",1930.0,1.0,C0,"705,000",2020-03-09
568,2.0,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS,3283.0,138.0,358 EAST 198TH STREET,,10458.0,3.0,0.0,3.0,"1,500","2,200",1935.0,1.0,C0,"288,000",2020-01-28
571,2.0,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS,3292.0,106.0,2975 PERRY AVENUE,,10458.0,3.0,0.0,3.0,"2,752","3,704",1920.0,1.0,C0,"797,500",2020-01-13
572,2.0,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS,3296.0,21.0,2874 BRIGGS AVE,,10458.0,3.0,0.0,3.0,"3,125","4,026",1901.0,1.0,C0,0,2020-05-21
575,2.0,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS,3303.0,41.0,249-51 BEDFORD PARK BLVD,,10458.0,3.0,0.0,3.0,"3,500","2,200",1900.0,1.0,C0,0,2020-01-18
580,2.0,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS,3321.0,57.0,3073 VILLA AVENUE,,10468.0,3.0,0.0,3.0,"2,500","2,870",1910.0,1.0,C0,"790,000",2020-06-18
582,2.0,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS,3322.0,4.0,3122 JEROME,,10468.0,3.0,0.0,3.0,"1,650","2,400",1930.0,1.0,C0,0,2020-01-22
583,2.0,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS,3331.0,32.0,3084 DECATUR AVE,,10467.0,3.0,0.0,3.0,"3,000","3,936",1915.0,1.0,C0,"925,000",2020-01-21
584,2.0,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS,3341.0,56.0,308 EAST 206TH STREET,,10467.0,3.0,0.0,3.0,"2,500","2,549",1925.0,1.0,C0,"800,000",2020-01-31
589,2.0,BEDFORD PARK/NORWOOD,05 TAX CLASS 1 VACANT LAND,3308.0,93.0,257 EAST 202 STREET,,10458.0,0.0,0.0,0.0,"2,250",0,,1.0,V0,0,2020-01-16
596,2.0,BEDFORD PARK/NORWOOD,07 RENTALS - WALKUP APARTMENTS,3295.0,56.0,271 EAST 197 STREET,,10458.0,42.0,0.0,42.0,"9,300","42,500",1921.0,2.0,C1,0,2020-03-17
599,2.0,BEDFORD PARK/NORWOOD,07 RENTALS - WALKUP APARTMENTS,3310.0,26.0,3102 VILLA AVENUE,,10468.0,24.0,1.0,25.0,"3,983","17,000",1907.0,2.0,C7,"2,895,000",2020-01-10
604,2.0,BEDFORD PARK/NORWOOD,07 RENTALS - WALKUP APARTMENTS,3318.0,152.0,2735 CRESTON AVENUE,,10468.0,25.0,0.0,25.0,"5,013","22,000",1916.0,2.0,C1,"3,100,000",2020-05-21
605,2.0,BEDFORD PARK/NORWOOD,07 RENTALS - WALKUP APARTMENTS,3319.0,14.0,18 MINERVA PLACE,,10468.0,29.0,0.0,29.0,"4,670","24,900",1925.0,2.0,C1,"3,500,000",2020-03-16
606,2.0,BEDFORD PARK/NORWOOD,07 RENTALS - WALKUP APARTMENTS,3322.0,44.0,3165 VILLA AVENUE,,10468.0,8.0,1.0,9.0,"6,467","8,316",1930.0,2.0,C7,"2,125,000",2020-05-21
607,2.0,BEDFORD PARK/NORWOOD,07 RENTALS - WALKUP APARTMENTS,3326.0,60.0,3310 KOSSUTH AVENUE,,10467.0,48.0,0.0,48.0,"10,000","34,620",1928.0,2.0,C1,0,2020-02-18
608,2.0,BEDFORD PARK/NORWOOD,07 RENTALS - WALKUP APARTMENTS,3327.0,124.0,3459 DEKALB AVENUE,,10467.0,26.0,0.0,26.0,"5,000","18,500",1922.0,2.0,C1,0,2020-03-25
610,2.0,BEDFORD PARK/NORWOOD,07 RENTALS - WALKUP APARTMENTS,3335.0,138.0,183 E MOSHOLU PARKWAY N,,10467.0,4.0,0.0,4.0,"2,446","2,400",1922.0,2.0,C3,"1,123,291",2020-01-30
612,2.0,BEDFORD PARK/NORWOOD,07 RENTALS - WALKUP APARTMENTS,3343.0,7.0,3214 BAINBRIDGE AVENUE,,10467.0,6.0,0.0,6.0,"2,829","5,625",1920.0,2.0,C2,"660,000",2020-03-02
614,2.0,BEDFORD PARK/NORWOOD,08 RENTALS - ELEVATOR APARTMENTS,3310.0,53.0,3045 GRAND CONCOURSE,,10468.0,54.0,0.0,54.0,"11,585","61,286",1927.0,2.0,D1,0,2020-02-06
617,2.0,BEDFORD PARK/NORWOOD,08 RENTALS - ELEVATOR APARTMENTS,3318.0,69.0,55 EAST 196TH STREET,,10468.0,35.0,0.0,35.0,"7,100","35,532",1942.0,2.0,D1,"6,300,000",2020-01-30
619,2.0,BEDFORD PARK/NORWOOD,08 RENTALS - ELEVATOR APARTMENTS,3324.0,82.0,3425 KNOX PLACE,,10467.0,60.0,0.0,60.0,"15,000","68,500",1927.0,2.0,D1,0,2020-01-24
622,2.0,BEDFORD PARK/NORWOOD,08 RENTALS - ELEVATOR APARTMENTS,3328.0,147.0,3530 DEKALB AVENUE,,10467.0,49.0,0.0,49.0,"11,625","49,400",1936.0,2.0,D1,"8,048,773",2020-02-06
624,2.0,BEDFORD PARK/NORWOOD,08 RENTALS - ELEVATOR APARTMENTS,3345.0,11.0,3136 PERRY AVENUE,,10467.0,48.0,0.0,48.0,"10,000","50,000",1928.0,2.0,D1,"7,650,000",2020-06-25
625,2.0,BEDFORD PARK/NORWOOD,08 RENTALS - ELEVATOR APARTMENTS,3355.0,104.0,3366 DECATUR AVENUE,,10467.0,60.0,0.0,60.0,"13,125","64,000",1928.0,2.0,D1,"7,450,000",2020-05-28
627,2.0,BEDFORD PARK/NORWOOD,09 COOPS - WALKUP APARTMENTS,3326.0,45.0,"91 EAST 208TH STREET, 3L",,10467.0,,,,,,1926.0,2.0,C6,"110,000",2020-06-19
629,2.0,BEDFORD PARK/NORWOOD,09 COOPS - WALKUP APARTMENTS,3347.0,43.0,"3279 HULL AVENUE, 15",,10467.0,,,,,,1924.0,2.0,C6,"160,000",2020-05-22
631,2.0,BEDFORD PARK/NORWOOD,09 COOPS - WALKUP APARTMENTS,3352.0,1.0,"335 EAST 209TH STREET, 12",,10467.0,,,,,,1924.0,2.0,C6,"25,000",2020-02-25
632,2.0,BEDFORD PARK/NORWOOD,09 COOPS - WALKUP APARTMENTS,3352.0,1.0,"333 EAST 209TH STREET, 19",,10467.0,,,,,,1924.0,2.0,C6,"20,000",2020-02-12
634,2.0,BEDFORD PARK/NORWOOD,09 COOPS - WALKUP APARTMENTS,3352.0,1.0,"333 EAST 209TH STREET, 18",,10467.0,,,,,,1924.0,2.0,C6,"115,000",2020-03-11
636,2.0,BEDFORD PARK/NORWOOD,10 COOPS - ELEVATOR APARTMENTS,3280.0,13.0,"2962 DECATUR AVENUE, 3D",,10458.0,,,,,,1940.0,2.0,D4,"190,000",2020-02-27
637,2.0,BEDFORD PARK/NORWOOD,10 COOPS - ELEVATOR APARTMENTS,3280.0,13.0,"2962 DECATUR AVENUE, 3H",,10458.0,,,,,,1940.0,2.0,D4,"139,750",2020-04-30
